ticker,timestamp,adjusted_close
AAPL,11/2/2020,108.4199387
AAPL,10/30/2020,108.5096491
AAPL,10/29/2020,114.9488584
AAPL,10/28/2020,110.8421181
AAPL,10/27/2020,116.2247389
AAPL,10/26/2020,114.6797274
AAPL,10/23/2020,114.6697596
AAPL,10/22/2020,115.3774745
AAPL,10/21/2020,116.49387
AAPL,10/20/2020,117.1318102
AAPL,10/19/2020,115.6067343
AAPL,10/16/2020,118.6369505
AAPL,10/15/2020,120.3215115
AAPL,10/14/2020,120.7999666
AAPL,10/13/2020,120.7102563
AAPL,10/12/2020,123.9996357
AAPL,10/9/2020,116.5935481
AAPL,10/8/2020,114.5999849
AAPL,10/7/2020,114.7096308
AAPL,10/6/2020,112.7958101
AAPL,10/5/2020,116.1250608
AAPL,10/2/2020,112.6562607
AAPL,10/1/2020,116.4141274
AAPL,9/30/2020,115.4372814
AAPL,9/29/2020,113.722817
AAPL,9/28/2020,114.590017
AAPL,9/25/2020,111.9186423
AAPL,9/24/2020,107.8717088
AAPL,9/23/2020,106.775249
AAPL,9/22/2020,111.4501549
AAPL,9/21/2020,109.7257227
AAPL,9/18/2020,106.4961502
AAPL,9/17/2020,109.9848859
MSFT,2/9/2021,243.77
MSFT,2/8/2021,242.47
MSFT,2/5/2021,242.2
MSFT,2/4/2021,242.01
MSFT,2/3/2021,243
MSFT,2/2/2021,239.51
MSFT,2/1/2021,239.65
MSFT,1/29/2021,231.96
MSFT,1/28/2021,238.93
MSFT,1/27/2021,232.9
MSFT,1/26/2021,232.33
MSFT,1/25/2021,229.53
MSFT,1/22/2021,225.95
MSFT,1/21/2021,224.97
MSFT,1/20/2021,224.34
MSFT,1/19/2021,216.44
MSFT,1/15/2021,212.65
MSFT,1/14/2021,213.02
MSFT,1/13/2021,216.34
MSFT,1/12/2021,214.93
MSFT,1/11/2021,217.49
MSFT,1/8/2021,219.62
MSFT,1/7/2021,218.29
MSFT,1/6/2021,212.25
MSFT,1/5/2021,217.9
MSFT,1/4/2021,217.69
MSFT,12/31/2020,222.42
MSFT,12/30/2020,221.68
MSFT,12/29/2020,224.15
MSFT,12/28/2020,224.96
MSFT,12/24/2020,222.75
MSFT,12/23/2020,221.02
MSFT,12/22/2020,223.94
MSFT,12/21/2020,222.59
MSFT,12/18/2020,218.59
MSFT,12/17/2020,219.42
MSFT,12/16/2020,219.28
MSFT,12/15/2020,214.13
MSFT,12/14/2020,214.2
MSFT,12/11/2020,213.26
MSFT,12/10/2020,210.52
MSFT,12/9/2020,211.8
MSFT,12/8/2020,216.01
MSFT,12/7/2020,214.29
MSFT,12/4/2020,214.36
MSFT,12/3/2020,214.24
MSFT,12/2/2020,215.37
MSFT,12/1/2020,216.21
MSFT,11/30/2020,214.07
MSFT,11/27/2020,215.23
MSFT,11/25/2020,213.87
MSFT,11/24/2020,213.86
MSFT,11/23/2020,210.11
MSFT,11/20/2020,210.39
MSFT,11/19/2020,212.42
MSFT,11/18/2020,211.08
MSFT,11/17/2020,213.8925383
MSFT,11/16/2020,216.6552088
MSFT,11/13/2020,215.937114
MSFT,11/12/2020,214.8699452
MSFT,11/11/2020,215.9770081
MSFT,11/10/2020,210.451667
MSFT,11/9/2020,217.8121395
MSFT,11/6/2020,223.1280363
MSFT,11/5/2020,222.6991741
MSFT,11/4/2020,215.8174315
MSFT,11/3/2020,205.8837857
MSFT,11/2/2020,201.7946343
MSFT,10/30/2020,201.9342638
MSFT,10/29/2020,204.1783103
MSFT,10/28/2020,202.1437082
MSFT,10/27/2020,212.6857399
MSFT,10/26/2020,209.5241278
MSFT,10/23/2020,215.6578548
MSFT,10/22/2020,214.3214005
MSFT,10/21/2020,214.2316386
MSFT,10/20/2020,214.0820355
MSFT,10/19/2020,213.6531733
MSFT,10/16/2020,219.0787791
MSFT,10/15/2020,219.0787791
MSFT,10/14/2020,220.2756039
MSFT,10/13/2020,222.2703119
MSFT,10/12/2020,220.814175
MSFT,10/9/2020,215.2389662
MSFT,10/8/2020,210.0228048
MSFT,10/7/2020,209.2747893
MSFT,10/6/2020,205.3651616
MSFT,10/5/2020,209.823334
MSFT,10/2/2020,205.6444207
MSFT,10/1/2020,211.8978303
MSFT,9/30/2020,209.7734663
MSFT,9/29/2020,206.7115895
MSFT,9/28/2020,208.8858212
MSFT,9/25/2020,207.2701077
MSFT,9/24/2020,202.6523587
MSFT,9/23/2020,200.0592383
MSFT,9/22/2020,206.8711661
MSFT,9/21/2020,202.0040786
MSFT,9/18/2020,199.8597675
MSFT,9/17/2020,202.3730996
AMZN,2/9/2021,3305
AMZN,2/8/2021,3322.94
AMZN,2/5/2021,3352.15
AMZN,2/4/2021,3331
AMZN,2/3/2021,3312.53
AMZN,2/2/2021,3380
AMZN,2/1/2021,3342.88
AMZN,1/29/2021,3206.2
AMZN,1/28/2021,3237.62
AMZN,1/27/2021,3232.58
AMZN,1/26/2021,3326.13
AMZN,1/25/2021,3294
AMZN,1/22/2021,3292.23
AMZN,1/21/2021,3306.99
AMZN,1/20/2021,3263.38
AMZN,1/19/2021,3120.76
AMZN,1/15/2021,3104.25
AMZN,1/14/2021,3127.47
AMZN,1/13/2021,3165.89
AMZN,1/12/2021,3120.83
AMZN,1/11/2021,3114.21
AMZN,1/8/2021,3182.7
AMZN,1/7/2021,3162.16
AMZN,1/6/2021,3138.38
AMZN,1/5/2021,3218.51
AMZN,1/4/2021,3186.63
AMZN,12/31/2020,3256.93
AMZN,12/30/2020,3285.85
AMZN,12/29/2020,3322
AMZN,12/28/2020,3283.96
AMZN,12/24/2020,3172.69
AMZN,12/23/2020,3185.27
AMZN,12/22/2020,3206.52
AMZN,12/21/2020,3206.18
AMZN,12/18/2020,3201.65
AMZN,12/17/2020,3236.08
AMZN,12/16/2020,3240.96
AMZN,12/15/2020,3165.12
AMZN,12/14/2020,3156.97
AMZN,12/11/2020,3116.42
AMZN,12/10/2020,3101.49
AMZN,12/9/2020,3104.2
AMZN,12/8/2020,3177.29
AMZN,12/7/2020,3158
AMZN,12/4/2020,3162.58
AMZN,12/3/2020,3186.73
AMZN,12/2/2020,3203.53
AMZN,12/1/2020,3220.08
AMZN,11/30/2020,3168.04
AMZN,11/27/2020,3195.34
AMZN,11/25/2020,3185.07
AMZN,11/24/2020,3118.06
AMZN,11/23/2020,3098.39
AMZN,11/20/2020,3099.4
AMZN,11/19/2020,3117.02
AMZN,11/18/2020,3105.46
AMZN,11/17/2020,3135.66
AMZN,11/16/2020,3131.06
AMZN,11/13/2020,3128.81
AMZN,11/12/2020,3110.28
AMZN,11/11/2020,3137.39
AMZN,11/10/2020,3035.02
AMZN,11/9/2020,3143.74
AMZN,11/6/2020,3311.37
AMZN,11/5/2020,3322
AMZN,11/4/2020,3241.16
AMZN,11/3/2020,3048.41
AMZN,11/2/2020,3004.48
AMZN,10/30/2020,3036.15
AMZN,10/29/2020,3211.01
AMZN,10/28/2020,3162.78
AMZN,10/27/2020,3286.33
AMZN,10/26/2020,3207.04
AMZN,10/23/2020,3204.4
AMZN,10/22/2020,3176.4
AMZN,10/21/2020,3184.94
AMZN,10/20/2020,3217.01
AMZN,10/19/2020,3207.21
AMZN,10/16/2020,3272.71
AMZN,10/15/2020,3338.65
AMZN,10/14/2020,3363.71
AMZN,10/13/2020,3443.63
AMZN,10/12/2020,3442.93
AMZN,10/9/2020,3286.65
AMZN,10/8/2020,3190.55
AMZN,10/7/2020,3195.69
AMZN,10/6/2020,3099.96
AMZN,10/5/2020,3199.2
AMZN,10/2/2020,3125
AMZN,10/1/2020,3221.26
AMZN,9/30/2020,3148.73
AMZN,9/29/2020,3144.88
AMZN,9/28/2020,3174.05
AMZN,9/25/2020,3095.13
AMZN,9/24/2020,3019.79
AMZN,9/23/2020,2999.86
AMZN,9/22/2020,3128.99
AMZN,9/21/2020,2960.47
AMZN,9/18/2020,2954.91
AMZN,9/17/2020,3008.73
TSLA,2/9/2021,849.46
TSLA,2/8/2021,863.42
TSLA,2/5/2021,852.23
TSLA,2/4/2021,849.99
TSLA,2/3/2021,854.69
TSLA,2/2/2021,872.79
TSLA,2/1/2021,839.81
TSLA,1/29/2021,793.53
TSLA,1/28/2021,835.43
TSLA,1/27/2021,864.16
TSLA,1/26/2021,883.09
TSLA,1/25/2021,880.8
TSLA,1/22/2021,846.64
TSLA,1/21/2021,844.99
TSLA,1/20/2021,850.45
TSLA,1/19/2021,844.55
TSLA,1/15/2021,826.16
TSLA,1/14/2021,845
TSLA,1/13/2021,854.41
TSLA,1/12/2021,849.44
TSLA,1/11/2021,811.19
TSLA,1/8/2021,880.02
TSLA,1/7/2021,816.04
TSLA,1/6/2021,755.98
TSLA,1/5/2021,735.11
TSLA,1/4/2021,729.77
TSLA,12/31/2020,705.67
TSLA,12/30/2020,694.78
TSLA,12/29/2020,665.99
TSLA,12/28/2020,663.69
TSLA,12/24/2020,661.77
TSLA,12/23/2020,645.98
TSLA,12/22/2020,640.34
TSLA,12/21/2020,649.86
TSLA,12/18/2020,695
TSLA,12/17/2020,655.9
TSLA,12/16/2020,622.77
TSLA,12/15/2020,633.25
TSLA,12/14/2020,639.83
TSLA,12/11/2020,609.99
TSLA,12/10/2020,627.07
TSLA,12/9/2020,604.48
TSLA,12/8/2020,649.88
TSLA,12/7/2020,641.76
TSLA,12/4/2020,599.04
TSLA,12/3/2020,593.38
TSLA,12/2/2020,568.82
TSLA,12/1/2020,584.76
TSLA,11/30/2020,567.6
TSLA,11/27/2020,585.76
TSLA,11/25/2020,574
TSLA,11/24/2020,555.38
TSLA,11/23/2020,521.85
TSLA,11/20/2020,489.61
TSLA,11/19/2020,499.27
TSLA,11/18/2020,486.64
TSLA,11/17/2020,441.61
TSLA,11/16/2020,408.09
TSLA,11/13/2020,408.5
TSLA,11/12/2020,411.76
TSLA,11/11/2020,417.13
TSLA,11/10/2020,410.36
TSLA,11/9/2020,421.26
TSLA,11/6/2020,429.95
TSLA,11/5/2020,438.09
TSLA,11/4/2020,420.98
TSLA,11/3/2020,423.9
TSLA,11/2/2020,400.51
TSLA,10/30/2020,388.04
TSLA,10/29/2020,410.83
TSLA,10/28/2020,406.02
TSLA,10/27/2020,424.68
TSLA,10/26/2020,420.28
TSLA,10/23/2020,420.63
TSLA,10/22/2020,425.79
TSLA,10/21/2020,422.64
TSLA,10/20/2020,421.94
TSLA,10/19/2020,430.83
TSLA,10/16/2020,439.67
TSLA,10/15/2020,448.88
TSLA,10/14/2020,461.3
TSLA,10/13/2020,446.65
TSLA,10/12/2020,442.3
TSLA,10/9/2020,434
TSLA,10/8/2020,425.92
TSLA,10/7/2020,425.3
TSLA,10/6/2020,413.98
TSLA,10/5/2020,425.68
TSLA,10/2/2020,415.09
TSLA,10/1/2020,448.16
TSLA,9/30/2020,429.01
TSLA,9/29/2020,419.07
TSLA,9/28/2020,421.2
TSLA,9/25/2020,407.34
TSLA,9/24/2020,387.79
TSLA,9/23/2020,380.36
TSLA,9/22/2020,424.23
TSLA,9/21/2020,449.39
TSLA,9/18/2020,442.15
TSLA,9/17/2020,423.43
FB,2/9/2021,269.45
FB,2/8/2021,266.58
FB,2/5/2021,268.1
FB,2/4/2021,266.49
FB,2/3/2021,266.65
FB,2/2/2021,267.08
FB,2/1/2021,262.01
FB,1/29/2021,258.33
FB,1/28/2021,265
FB,1/27/2021,272.14
FB,1/26/2021,282.05
FB,1/25/2021,278.01
FB,1/22/2021,274.5
FB,1/21/2021,272.87
FB,1/20/2021,267.48
FB,1/19/2021,261.1
FB,1/15/2021,251.36
FB,1/14/2021,245.64
FB,1/13/2021,251.64
FB,1/12/2021,251.09
FB,1/11/2021,256.84
FB,1/8/2021,267.57
FB,1/7/2021,268.74
FB,1/6/2021,263.31
FB,1/5/2021,270.97
FB,1/4/2021,268.94
FB,12/31/2020,273.16
FB,12/30/2020,271.87
FB,12/29/2020,276.78
FB,12/28/2020,277
FB,12/24/2020,267.4
FB,12/23/2020,268.11
FB,12/22/2020,267.09
FB,12/21/2020,272.79
FB,12/18/2020,276.4
FB,12/17/2020,274.48
FB,12/16/2020,275.67
FB,12/15/2020,275.55
FB,12/14/2020,274.19
FB,12/11/2020,273.55
FB,12/10/2020,277.12
FB,12/9/2020,277.92
FB,12/8/2020,283.4
FB,12/7/2020,285.58
FB,12/4/2020,279.7
FB,12/3/2020,281.85
FB,12/2/2020,287.52
FB,12/1/2020,286.55
FB,11/30/2020,276.97
FB,11/27/2020,277.81
FB,11/25/2020,275.59
FB,11/24/2020,276.92
FB,11/23/2020,268.43
FB,11/20/2020,269.7
FB,11/19/2020,272.94
FB,11/18/2020,271.97
FB,11/17/2020,275
FB,11/16/2020,278.96
FB,11/13/2020,276.95
FB,11/12/2020,275.08
FB,11/11/2020,276.48
FB,11/10/2020,272.43
FB,11/9/2020,278.77
FB,11/6/2020,293.41
FB,11/5/2020,294.68
FB,11/4/2020,287.38
FB,11/3/2020,265.3
FB,11/2/2020,261.36
FB,10/30/2020,263.11
FB,10/29/2020,280.83
FB,10/28/2020,267.67
FB,10/27/2020,283.29
FB,10/26/2020,277.11
FB,10/23/2020,284.79
FB,10/22/2020,278.12
FB,10/21/2020,278.73
FB,10/20/2020,267.56
FB,10/19/2020,261.4
FB,10/16/2020,265.93
FB,10/15/2020,266.72
FB,10/14/2020,271.82
FB,10/13/2020,276.14
FB,10/12/2020,275.75
FB,10/9/2020,264.45
FB,10/8/2020,263.76
FB,10/7/2020,258.12
FB,10/6/2020,258.66
FB,10/5/2020,264.65
FB,10/2/2020,259.94
FB,10/1/2020,266.63
FB,9/30/2020,261.9
FB,9/29/2020,261.79
FB,9/28/2020,256.82
FB,9/25/2020,254.82
FB,9/24/2020,249.53
FB,9/23/2020,249.02
FB,9/22/2020,254.75
FB,9/21/2020,248.15
FB,9/18/2020,252.53
FB,9/17/2020,254.82
GOOGL,2/9/2021,2075.39
GOOGL,2/8/2021,2084.52
GOOGL,2/5/2021,2088.83
GOOGL,2/4/2021,2053.63
GOOGL,2/3/2021,2058.88
GOOGL,2/2/2021,1919.12
GOOGL,2/1/2021,1893.07
GOOGL,1/29/2021,1827.36
GOOGL,1/28/2021,1853.2
GOOGL,1/27/2021,1818.94
GOOGL,1/26/2021,1907.95
GOOGL,1/25/2021,1894.28
GOOGL,1/22/2021,1892.56
GOOGL,1/21/2021,1884.15
GOOGL,1/20/2021,1880.07
GOOGL,1/19/2021,1784.47
GOOGL,1/15/2021,1727.62
GOOGL,1/14/2021,1730.92
GOOGL,1/13/2021,1747.25
GOOGL,1/12/2021,1737.43
GOOGL,1/11/2021,1756.29
GOOGL,1/8/2021,1797.83
GOOGL,1/7/2021,1774.34
GOOGL,1/6/2021,1722.88
GOOGL,1/5/2021,1740.05
GOOGL,1/4/2021,1726.13
GOOGL,12/31/2020,1752.64
GOOGL,12/30/2020,1736.25
GOOGL,12/29/2020,1757.76
GOOGL,12/28/2020,1773.96
GOOGL,12/24/2020,1734.16
GOOGL,12/23/2020,1728.23
GOOGL,12/22/2020,1720.22
GOOGL,12/21/2020,1734.56
GOOGL,12/18/2020,1726.22
GOOGL,12/17/2020,1740.51
GOOGL,12/16/2020,1757.19
GOOGL,12/15/2020,1761.08
GOOGL,12/14/2020,1752.26
GOOGL,12/11/2020,1774.8
GOOGL,12/10/2020,1767.65
GOOGL,12/9/2020,1777.86
GOOGL,12/8/2020,1811.33
GOOGL,12/7/2020,1817.03
GOOGL,12/4/2020,1823.76
GOOGL,12/3/2020,1821.84
GOOGL,12/2/2020,1824.97
GOOGL,12/1/2020,1795.36
GOOGL,11/30/2020,1754.4
GOOGL,11/27/2020,1787.02
GOOGL,11/25/2020,1764.13
GOOGL,11/24/2020,1763.9
GOOGL,11/23/2020,1727.56
GOOGL,11/20/2020,1736.38
GOOGL,11/19/2020,1758.57
GOOGL,11/18/2020,1740.64
GOOGL,11/17/2020,1761.66
GOOGL,11/16/2020,1774.03
GOOGL,11/13/2020,1772.26
GOOGL,11/12/2020,1742.82
GOOGL,11/11/2020,1747.23
GOOGL,11/10/2020,1737.72
GOOGL,11/9/2020,1761.42
GOOGL,11/6/2020,1759.73
GOOGL,11/5/2020,1762.5
GOOGL,11/4/2020,1745.85
GOOGL,11/3/2020,1645.66
GOOGL,11/2/2020,1624.32
GOOGL,10/30/2020,1616.11
GOOGL,10/29/2020,1556.88
GOOGL,10/28/2020,1510.8
GOOGL,10/27/2020,1598.88
GOOGL,10/26/2020,1584.29
GOOGL,10/23/2020,1632.98
GOOGL,10/22/2020,1606.66
GOOGL,10/21/2020,1585.99
GOOGL,10/20/2020,1551.08
GOOGL,10/19/2020,1529.95
GOOGL,10/16/2020,1567.7
GOOGL,10/15/2020,1555.47
GOOGL,10/14/2020,1563.44
GOOGL,10/13/2020,1567.07
GOOGL,10/12/2020,1564.59
GOOGL,10/9/2020,1510.45
GOOGL,10/8/2020,1483.43
GOOGL,10/7/2020,1459.14
GOOGL,10/6/2020,1451.02
GOOGL,10/5/2020,1482.83
GOOGL,10/2/2020,1455.6
GOOGL,10/1/2020,1487.9
GOOGL,9/30/2020,1465.6
GOOGL,9/29/2020,1466.02
GOOGL,9/28/2020,1458.66
GOOGL,9/25/2020,1439.06
GOOGL,9/24/2020,1422.86
GOOGL,9/23/2020,1409.39
GOOGL,9/22/2020,1459.82
GOOGL,9/21/2020,1430.14
GOOGL,9/18/2020,1451.09
GOOGL,9/17/2020,1487.04
GOOG,2/9/2021,2083.51
GOOG,2/8/2021,2092.91
GOOG,2/5/2021,2098
GOOG,2/4/2021,2062.37
GOOG,2/3/2021,2070.07
GOOG,2/2/2021,1927.51
GOOG,2/1/2021,1901.35
GOOG,1/29/2021,1835.74
GOOG,1/28/2021,1863.11
GOOG,1/27/2021,1830.79
GOOG,1/26/2021,1917.24
GOOG,1/25/2021,1899.4
GOOG,1/22/2021,1901.05
GOOG,1/21/2021,1891.25
GOOG,1/20/2021,1886.9
GOOG,1/19/2021,1790.86
GOOG,1/15/2021,1736.19
GOOG,1/14/2021,1740.18
GOOG,1/13/2021,1754.4
GOOG,1/12/2021,1746.55
GOOG,1/11/2021,1766.72
GOOG,1/8/2021,1807.21
GOOG,1/7/2021,1787.25
GOOG,1/6/2021,1735.29
GOOG,1/5/2021,1740.92
GOOG,1/4/2021,1728.24
GOOG,12/31/2020,1751.88
GOOG,12/30/2020,1739.52
GOOG,12/29/2020,1758.72
GOOG,12/28/2020,1776.09
GOOG,12/24/2020,1738.85
GOOG,12/23/2020,1732.38
GOOG,12/22/2020,1723.5
GOOG,12/21/2020,1739.37
GOOG,12/18/2020,1731.01
GOOG,12/17/2020,1747.9
GOOG,12/16/2020,1763
GOOG,12/15/2020,1767.77
GOOG,12/14/2020,1760.06
GOOG,12/11/2020,1781.77
GOOG,12/10/2020,1775.33
GOOG,12/9/2020,1784.13
GOOG,12/8/2020,1818.55
GOOG,12/7/2020,1819.48
GOOG,12/4/2020,1827.99
GOOG,12/3/2020,1826.77
GOOG,12/2/2020,1827.95
GOOG,12/1/2020,1798.1
GOOG,11/30/2020,1760.74
GOOG,11/27/2020,1793.19
GOOG,11/25/2020,1771.43
GOOG,11/24/2020,1768.88
GOOG,11/23/2020,1734.86
GOOG,11/20/2020,1742.19
GOOG,11/19/2020,1763.92
GOOG,11/18/2020,1746.78
GOOG,11/17/2020,1770.15
GOOG,11/16/2020,1781.38
GOOG,11/13/2020,1777.02
GOOG,11/12/2020,1749.84
GOOG,11/11/2020,1752.71
GOOG,11/10/2020,1740.39
GOOG,11/9/2020,1763
GOOG,11/6/2020,1761.75
GOOG,11/5/2020,1763.37
GOOG,11/4/2020,1749.13
GOOG,11/3/2020,1650.21
GOOG,11/2/2020,1626.03
GOOG,10/30/2020,1621.01
GOOG,10/29/2020,1567.24
GOOG,10/28/2020,1516.62
GOOG,10/27/2020,1604.26
GOOG,10/26/2020,1590.45
GOOG,10/23/2020,1641
GOOG,10/22/2020,1615.33
GOOG,10/21/2020,1593.31
GOOG,10/20/2020,1555.93
GOOG,10/19/2020,1534.61
GOOG,10/16/2020,1573.01
GOOG,10/15/2020,1559.13
GOOG,10/14/2020,1568.08
GOOG,10/13/2020,1571.68
GOOG,10/12/2020,1569.15
GOOG,10/9/2020,1515.22
GOOG,10/8/2020,1485.93
GOOG,10/7/2020,1460.29
GOOG,10/6/2020,1453.44
GOOG,10/5/2020,1486.02
GOOG,10/2/2020,1458.42
GOOG,10/1/2020,1490.09
GOOG,9/30/2020,1469.6
GOOG,9/29/2020,1469.33
GOOG,9/28/2020,1464.52
GOOG,9/25/2020,1444.96
GOOG,9/24/2020,1428.29
GOOG,9/23/2020,1415.21
GOOG,9/22/2020,1465.46
GOOG,9/21/2020,1431.16
GOOG,9/18/2020,1459.99
GOOG,9/17/2020,1495.53
BRK.B,2/9/2021,239.91
BRK.B,2/8/2021,237.42
BRK.B,2/5/2021,235.16
BRK.B,2/4/2021,235.77
BRK.B,2/3/2021,232.68
BRK.B,2/2/2021,232.24
BRK.B,2/1/2021,229.32
BRK.B,1/29/2021,227.87
BRK.B,1/28/2021,230.95
BRK.B,1/27/2021,227.36
BRK.B,1/26/2021,231.57
BRK.B,1/25/2021,233.01
BRK.B,1/22/2021,232.92
BRK.B,1/21/2021,234.16
BRK.B,1/20/2021,234.76
BRK.B,1/19/2021,234.55
BRK.B,1/15/2021,233.49
BRK.B,1/14/2021,235.02
BRK.B,1/13/2021,234.51
BRK.B,1/12/2021,233.03
BRK.B,1/11/2021,233.43
BRK.B,1/8/2021,234.03
BRK.B,1/7/2021,232.88
BRK.B,1/6/2021,230.27
BRK.B,1/5/2021,227.47
BRK.B,1/4/2021,228.45
BRK.B,12/31/2020,231.87
BRK.B,12/30/2020,229.65
BRK.B,12/29/2020,229.57
BRK.B,12/28/2020,228.41
BRK.B,12/24/2020,226.53
BRK.B,12/23/2020,224.24
BRK.B,12/22/2020,221.88
BRK.B,12/21/2020,223.49
BRK.B,12/18/2020,223.43
BRK.B,12/17/2020,224.68
BRK.B,12/16/2020,221.91
BRK.B,12/15/2020,224.38
BRK.B,12/14/2020,222.85
BRK.B,12/11/2020,226.39
BRK.B,12/10/2020,227.35
BRK.B,12/9/2020,227.51
BRK.B,12/8/2020,228.19
BRK.B,12/7/2020,229.24
BRK.B,12/4/2020,231.35
BRK.B,12/3/2020,231.02
BRK.B,12/2/2020,230.42
BRK.B,12/1/2020,229.68
BRK.B,11/30/2020,228.91
BRK.B,11/27/2020,231.55
BRK.B,11/25/2020,233.13
BRK.B,11/24/2020,233.92
BRK.B,11/23/2020,229.54
BRK.B,11/20/2020,227.01
BRK.B,11/19/2020,229.53
BRK.B,11/18/2020,230.07
BRK.B,11/17/2020,233.16
BRK.B,11/16/2020,233.1
BRK.B,11/13/2020,227.42
BRK.B,11/12/2020,224.72
BRK.B,11/11/2020,227.37
BRK.B,11/10/2020,228.48
BRK.B,11/9/2020,221.5
BRK.B,11/6/2020,208.85
BRK.B,11/5/2020,207.45
BRK.B,11/4/2020,206.17
BRK.B,11/3/2020,206.63
BRK.B,11/2/2020,204.31
BRK.B,10/30/2020,201.9
BRK.B,10/29/2020,201.51
BRK.B,10/28/2020,200.7
BRK.B,10/27/2020,206.88
BRK.B,10/26/2020,208.49
BRK.B,10/23/2020,212.71
BRK.B,10/22/2020,211.61
BRK.B,10/21/2020,210.18
BRK.B,10/20/2020,210.06
BRK.B,10/19/2020,208.99
BRK.B,10/16/2020,211.91
BRK.B,10/15/2020,211.65
BRK.B,10/14/2020,210.91
BRK.B,10/13/2020,212.31
BRK.B,10/12/2020,216.41
BRK.B,10/9/2020,215.68
BRK.B,10/8/2020,215.15
BRK.B,10/7/2020,213.29
BRK.B,10/6/2020,210.26
BRK.B,10/5/2020,212.36
BRK.B,10/2/2020,211.18
BRK.B,10/1/2020,212.02
BRK.B,9/30/2020,212.94
BRK.B,9/29/2020,210.44
BRK.B,9/28/2020,213.54
BRK.B,9/25/2020,210.45
BRK.B,9/24/2020,208.72
BRK.B,9/23/2020,209.61
BRK.B,9/22/2020,214.16
BRK.B,9/21/2020,213.02
BRK.B,9/18/2020,218.21
BRK.B,9/17/2020,218.05
JNJ,2/9/2021,166.27
JNJ,2/8/2021,164.92
JNJ,2/5/2021,164.45
JNJ,2/4/2021,161.99
JNJ,2/3/2021,160.5
JNJ,2/2/2021,161.25
JNJ,2/1/2021,162.71
JNJ,1/29/2021,163.13
JNJ,1/28/2021,169.16
JNJ,1/27/2021,167.88
JNJ,1/26/2021,170.48
JNJ,1/25/2021,165.98
JNJ,1/22/2021,163.55
JNJ,1/21/2021,161.73
JNJ,1/20/2021,162.38
JNJ,1/19/2021,162.78
JNJ,1/15/2021,160.3
JNJ,1/14/2021,160.65
JNJ,1/13/2021,157.89
JNJ,1/12/2021,158.13
JNJ,1/11/2021,159.37
JNJ,1/8/2021,160.04
JNJ,1/7/2021,160.37
JNJ,1/6/2021,159.83
JNJ,1/5/2021,158.34
JNJ,1/4/2021,156.5
JNJ,12/31/2020,157.38
JNJ,12/30/2020,156.05
JNJ,12/29/2020,154.14
JNJ,12/28/2020,153.19
JNJ,12/24/2020,152.47
JNJ,12/23/2020,151.94
JNJ,12/22/2020,152.72
JNJ,12/21/2020,153.02
JNJ,12/18/2020,154.51
JNJ,12/17/2020,153.62
JNJ,12/16/2020,149.67
JNJ,12/15/2020,150.57
JNJ,12/14/2020,149.07
JNJ,12/11/2020,152.95
